Gender,Marital_Status,Income_Category,Customer_Age,Credit_Limit,Total_Revolving_Bal
M,Single,$60K - $80K,43,1849.0,1293
M,Married,$80K - $120K,53,2540.0,1859
F,Single,Unknown,42,4972.0,0
F,Single,Less than $40K,55,13565.0,0
M,Married,$60K - $80K,40,6332.0,318
M,Married,$60K - $80K,41,6062.0,761
F,Married,Less than $40K,47,2897.0,638
M,Single,$60K - $80K,46,13407.0,1341
F,Single,Unknown,50,6610.0,1663
M,Married,$80K - $120K,33,1438.3,0
F,Married,Less than $40K,45,2030.0,1269
M,Married,$40K - $60K,53,3146.0,0
M,Married,$80K - $120K,36,5302.0,2414
F,Single,Less than $40K,55,3185.0,1820
F,Married,Less than $40K,42,4328.0,1749
F,Married,Less than $40K,51,2238.0,1300
F,Single,Less than $40K,44,2658.0,1884
M,Single,$60K - $80K,47,9090.0,1371
F,Single,Less than $40K,46,2424.0,2169
F,Married,Less than $40K,57,1438.3,0
F,Married,Less than $40K,43,1438.3,0
F,Single,Unknown,61,2303.0,540
M,Divorced,$120K +,51,2792.0,887
F,Single,Less than $40K,44,2900.0,1987
F,Married,Less than $40K,46,2267.0,1283
F,Married,$40K - $60K,52,4189.0,2066
M,Married,$60K - $80K,45,12890.0,0
F,Single,Unknown,35,3269.0,1434
F,Single,Less than $40K,59,2759.0,2481
F,Single,Less than $40K,46,1787.0,0
M,Single,$60K - $80K,43,6854.0,0
M,Single,$80K - $120K,35,2904.0,2517
M,Divorced,$80K - $120K,44,5293.0,1236
F,Married,Less than $40K,57,1781.0,0
M,Married,$60K - $80K,50,3276.0,2353
M,Single,$60K - $80K,55,34516.0,1384
M,Unknown,$60K - $80K,48,14670.0,1900
F,Married,$40K - $60K,59,4375.0,0
F,Unknown,Unknown,36,3448.0,1903
M,Married,$80K - $120K,43,2111.0,1761
F,Single,Less than $40K,55,3123.0,0
M,Married,$40K - $60K,42,8374.0,0
F,Married,$40K - $60K,48,15713.0,1387
F,Single,$40K - $60K,60,4115.0,1231
M,Single,$80K - $120K,50,6925.0,0
F,Married,Unknown,42,1898.0,725
F,Single,Unknown,44,2021.0,1182
F,Single,Less than $40K,33,1630.0,1008
F,Single,$40K - $60K,48,1538.0,0
M,Single,$60K - $80K,48,22639.0,1481
F,Married,Less than $40K,39,2452.0,2423
F,Married,Less than $40K,32,1438.3,1056
M,Married,$120K +,41,9924.0,0
F,Single,Less than $40K,37,2586.0,835
F,Married,Less than $40K,59,2308.0,2094
F,Married,Unknown,48,10514.0,1494
M,Married,$40K - $60K,54,1655.0,0
F,Single,$40K - $60K,41,2768.0,2228
F,Single,Less than $40K,59,2533.0,2076
M,Married,$80K - $120K,48,25658.0,1721
F,Divorced,$40K - $60K,55,4410.0,2517
F,Unknown,Less than $40K,49,3468.0,2517
F,Married,Less than $40K,51,1438.3,0
F,Unknown,Unknown,34,1438.3,0
F,Unknown,Unknown,55,6968.0,1430
F,Single,$40K - $60K,35,2441.0,1670
F,Single,Less than $40K,46,1836.0,0
F,Married,$40K - $60K,50,2560.0,1807
M,Married,$80K - $120K,43,32733.0,1448
F,Married,Less than $40K,48,2964.0,2517
M,Unknown,$80K - $120K,44,8315.0,1008
F,Single,Less than $40K,65,2279.0,1789
M,Single,$80K - $120K,53,34516.0,800
M,Married,$40K - $60K,49,1438.3,0
F,Single,Less than $40K,45,2020.0,1103
F,Unknown,Unknown,44,34516.0,0
F,Single,Unknown,56,5261.0,1966
F,Married,Unknown,43,2692.0,2039
F,Married,$40K - $60K,49,1994.0,0
M,Divorced,$60K - $80K,44,3290.0,0
F,Single,$40K - $60K,52,3035.0,1960
F,Single,$40K - $60K,37,2407.0,1552
F,Married,Less than $40K,47,1781.0,0
F,Married,Less than $40K,40,3680.0,0
F,Married,Less than $40K,48,2740.0,2425
F,Married,Less than $40K,42,4311.0,822
F,Single,Less than $40K,42,1931.0,1297
M,Single,Less than $40K,59,3604.0,1483
F,Married,Less than $40K,47,2190.0,0
F,Unknown,Less than $40K,56,8438.0,1825
F,Married,$40K - $60K,46,3413.0,2372
F,Unknown,Less than $40K,26,2163.0,1942
F,Single,Less than $40K,42,3595.0,1904
M,Married,$120K +,47,9036.0,1080
F,Married,Less than $40K,48,2315.0,1565
M,Married,$80K - $120K,44,34516.0,1043
F,Married,Less than $40K,56,4008.0,1650
F,Married,Less than $40K,43,3143.0,2517
M,Single,$80K - $120K,40,3427.0,0
F,Single,Less than $40K,38,2699.0,564
F,Single,Less than $40K,40,1538.0,0
F,Married,$40K - $60K,48,5573.0,1238
M,Unknown,$80K - $120K,46,2570.0,1764
M,Unknown,$80K - $120K,43,18008.0,2517
M,Single,$120K +,52,34516.0,216
F,Married,Unknown,49,13483.0,2517
F,Single,Unknown,49,4349.0,1400
M,Single,$60K - $80K,42,11698.0,1060
F,Married,Less than $40K,46,8318.0,2517
F,Married,Less than $40K,46,1438.3,0
F,Single,$40K - $60K,49,1643.0,526
M,Married,$40K - $60K,42,1503.0,929
F,Married,Less than $40K,47,2793.0,1517
F,Divorced,$40K - $60K,45,1438.3,0
M,Married,$80K - $120K,33,9094.0,0
M,Divorced,$60K - $80K,50,6362.0,1709
F,Single,Less than $40K,60,2394.0,1427
M,Single,$60K - $80K,45,15100.0,2004
F,Married,Less than $40K,53,2927.0,2517
M,Married,$80K - $120K,48,9030.0,2369
F,Single,Less than $40K,53,1543.0,1041
F,Married,Unknown,53,4941.0,1867
F,Married,Unknown,33,2279.0,1432
F,Divorced,Less than $40K,44,1877.0,1203
M,Divorced,$40K - $60K,52,1438.3,0
F,Unknown,Less than $40K,40,1438.3,0
M,Married,$60K - $80K,41,9577.0,632
M,Divorced,$60K - $80K,43,5427.0,2177
F,Single,$40K - $60K,46,5913.0,1651
F,Single,$40K - $60K,43,2867.0,0
F,Single,Less than $40K,40,2506.0,1362
F,Married,$40K - $60K,39,1693.0,1101
F,Married,Unknown,54,3137.0,959
F,Single,Less than $40K,47,2437.0,0
F,Married,Less than $40K,35,1438.3,977
F,Single,Less than $40K,46,3913.0,0
F,Married,Less than $40K,41,4953.0,991
F,Single,$40K - $60K,48,5724.0,582
M,Married,$40K - $60K,37,1438.3,0
F,Single,Less than $40K,55,1886.0,1023
F,Single,$40K - $60K,42,1451.0,599
F,Married,Unknown,47,2950.0,1642
F,Single,$40K - $60K,42,1438.3,1223
F,Unknown,$40K - $60K,36,2024.0,901
F,Single,Unknown,33,2299.0,0
M,Married,$40K - $60K,47,3291.0,1197
F,Single,Less than $40K,41,1438.3,834
F,Divorced,Less than $40K,41,2137.0,996
F,Married,Less than $40K,60,1438.3,0
M,Single,$80K - $120K,48,16794.0,1527
M,Married,$40K - $60K,43,12219.0,1462
F,Married,Less than $40K,54,1804.0,1298
F,Married,Less than $40K,60,2343.0,2066
M,Single,$80K - $120K,44,19724.0,0
F,Married,Less than $40K,49,3949.0,1463
F,Single,Less than $40K,64,1682.0,0
F,Single,Less than $40K,54,1724.0,0
F,Married,Less than $40K,50,2372.0,1148
M,Married,$120K +,40,4642.0,1676
F,Single,$40K - $60K,49,2765.0,1211
F,Single,Less than $40K,49,2555.0,1815
M,Married,$80K - $120K,51,3150.0,0
F,Married,Less than $40K,43,2570.0,2107
M,Single,$60K - $80K,59,4386.0,2505
M,Married,Less than $40K,42,2411.0,1797
M,Divorced,Less than $40K,47,6397.0,0
M,Unknown,$120K +,53,23958.0,2517
F,Single,Less than $40K,49,2608.0,2455
M,Married,$40K - $60K,45,4409.0,1753
M,Single,$60K - $80K,48,10033.0,0
M,Single,$60K - $80K,48,1641.0,0
F,Single,Less than $40K,57,2454.0,1610
F,Married,Less than $40K,56,1978.0,0
M,Married,$60K - $80K,46,5464.0,887
M,Single,$60K - $80K,42,5951.0,0
F,Single,Less than $40K,49,2381.0,1603
M,Divorced,$60K - $80K,48,11596.0,1258
F,Single,$40K - $60K,55,5162.0,984
F,Single,Unknown,63,16312.0,520
M,Single,$60K - $80K,44,25276.0,0
F,Single,Less than $40K,38,1939.0,1484
F,Divorced,$40K - $60K,45,2788.0,1826
F,Married,Less than $40K,54,1438.3,1108
F,Married,Less than $40K,59,2448.0,1969
F,Married,Unknown,52,10317.0,642
F,Single,Less than $40K,38,3119.0,2517
F,Single,Less than $40K,42,2803.0,0
F,Unknown,Less than $40K,43,2397.0,2151
F,Divorced,Less than $40K,44,1693.0,1457
M,Married,$80K - $120K,52,2866.0,1882
F,Unknown,$40K - $60K,52,2498.0,1650
F,Divorced,Less than $40K,42,1878.0,1024
F,Married,$40K - $60K,53,2712.0,2487
M,Single,$120K +,52,34516.0,0
F,Married,$40K - $60K,34,6169.0,2517
M,Married,$80K - $120K,51,6205.0,2264
F,Unknown,Less than $40K,43,1780.0,1541
F,Married,Less than $40K,48,1438.3,0
F,Married,Less than $40K,41,2811.0,2404
F,Single,Less than $40K,59,7501.0,2517
M,Unknown,Less than $40K,62,2856.0,2517
M,Single,$80K - $120K,37,29898.0,1414
M,Married,$60K - $80K,46,1939.0,685
F,Married,Less than $40K,50,2965.0,1819
F,Single,Less than $40K,40,2812.0,2029
F,Single,Unknown,59,10031.0,0
M,Divorced,$40K - $60K,62,4049.0,0
F,Single,$40K - $60K,38,2669.0,0
F,Single,Less than $40K,44,1951.0,0
F,Single,$40K - $60K,59,1528.0,0
F,Married,Less than $40K,48,1438.3,455
M,Married,$60K - $80K,50,3143.0,0
F,Unknown,Less than $40K,46,1438.3,725
M,Single,$40K - $60K,43,8406.0,0
F,Unknown,Less than $40K,50,2242.0,888
M,Divorced,$60K - $80K,44,6538.0,0
F,Married,Less than $40K,42,4710.0,1604
M,Single,$120K +,50,13032.0,1701
F,Married,Less than $40K,45,2225.0,0
F,Married,$40K - $60K,52,3143.0,2268
M,Married,$60K - $80K,49,5013.0,0
F,Married,Less than $40K,60,3466.0,973
F,Married,Less than $40K,38,1686.0,1206
F,Divorced,$40K - $60K,44,1689.0,0
M,Married,$40K - $60K,47,1626.0,0
F,Single,Less than $40K,57,1614.0,0
F,Single,Unknown,41,2429.0,1966
F,Married,$40K - $60K,35,1438.3,834
M,Married,$80K - $120K,39,17523.0,0
F,Married,Less than $40K,54,2573.0,1760
F,Single,$40K - $60K,43,2900.0,2122
F,Single,Less than $40K,32,2352.0,2176
F,Single,Less than $40K,58,2212.0,1902
M,Single,$80K - $120K,33,9642.0,1431
M,Married,$120K +,56,9257.0,0
F,Single,Less than $40K,46,1731.0,0
M,Unknown,$60K - $80K,61,16929.0,1838
M,Married,$80K - $120K,50,3606.0,1862
M,Single,$40K - $60K,44,1714.0,0
M,Married,$80K - $120K,46,23512.0,1562
F,Married,Less than $40K,44,1855.0,0
F,Single,Less than $40K,44,1605.0,890
F,Married,Less than $40K,46,2302.0,1593
M,Married,$60K - $80K,42,13546.0,1720
F,Unknown,Less than $40K,54,2440.0,503
F,Single,Less than $40K,39,2669.0,2397
F,Single,Less than $40K,47,2402.0,628
F,Single,$40K - $60K,46,3001.0,0
F,Married,Less than $40K,42,2552.0,2220
F,Married,Less than $40K,41,2679.0,2214
F,Single,Less than $40K,45,1502.0,0
F,Unknown,$40K - $60K,61,1438.3,0
F,Married,Less than $40K,46,3331.0,1307
F,Divorced,Less than $40K,32,1438.3,0
F,Single,Less than $40K,55,2426.0,1589
M,Single,$80K - $120K,59,2791.0,2396
M,Unknown,$80K - $120K,49,18379.0,999
M,Married,$120K +,46,3499.0,1759
F,Single,Less than $40K,60,1438.3,0
M,Married,$120K +,40,18295.0,0
F,Single,Less than $40K,39,1568.0,995
F,Married,Less than $40K,57,2712.0,1445
M,Single,$120K +,48,34516.0,2517
F,Single,Less than $40K,55,2177.0,1472
F,Married,Less than $40K,44,2296.0,0
F,Married,Less than $40K,43,2435.0,1595
F,Divorced,Less than $40K,51,1495.0,691
M,Single,$120K +,41,9220.0,0
M,Married,$60K - $80K,52,23128.0,1958
F,Single,Less than $40K,47,4254.0,1204
F,Single,$40K - $60K,47,14897.0,0
F,Single,Less than $40K,54,3554.0,0
F,Married,Less than $40K,34,1798.0,833
F,Single,Less than $40K,44,2429.0,1687
F,Divorced,$40K - $60K,46,2477.0,1480
F,Divorced,Unknown,36,14304.0,699
F,Single,Less than $40K,30,1536.0,801
F,Unknown,Unknown,39,15370.0,686
M,Unknown,$40K - $60K,45,23981.0,1684
M,Single,$60K - $80K,42,6318.0,1397
F,Single,Unknown,32,3558.0,816
F,Unknown,Less than $40K,56,1677.0,0
F,Married,Less than $40K,53,2734.0,2085
F,Married,$40K - $60K,52,2396.0,1663
M,Married,$80K - $120K,45,9852.0,2277
M,Single,$60K - $80K,49,1579.0,900
F,Single,Unknown,44,1900.0,0
F,Married,$40K - $60K,42,1820.0,0
F,Unknown,$40K - $60K,58,2406.0,0
M,Married,$60K - $80K,60,4541.0,1037
F,Single,Less than $40K,51,3124.0,2517
F,Single,Less than $40K,44,2240.0,1664
F,Married,$40K - $60K,43,1773.0,882
F,Married,Less than $40K,27,1674.0,752
F,Married,Unknown,46,3257.0,0
F,Married,Unknown,48,32611.0,1718
F,Divorced,Less than $40K,47,3027.0,1671
F,Single,Less than $40K,45,4210.0,0
M,Divorced,$40K - $60K,46,10931.0,2297
M,Single,$120K +,55,34516.0,0
F,Single,$40K - $60K,51,2637.0,1009
F,Single,Less than $40K,42,2899.0,1952
M,Divorced,$120K +,40,1438.3,0
M,Divorced,Less than $40K,65,1573.0,653
F,Married,Less than $40K,49,6184.0,0
M,Married,$120K +,51,34516.0,2332
F,Married,Unknown,56,1822.0,1118
F,Single,Less than $40K,41,2701.0,1839
F,Unknown,Less than $40K,47,3654.0,0
M,Single,$80K - $120K,37,2626.0,1736
F,Single,Less than $40K,48,1438.3,812
F,Single,Unknown,46,13376.0,1633
M,Single,$120K +,55,31636.0,2517
M,Married,Less than $40K,36,3453.0,2517
F,Married,Less than $40K,44,3889.0,2517
F,Unknown,$40K - $60K,47,2216.0,1800
M,Married,$80K - $120K,46,11434.0,0
F,Married,Unknown,43,3146.0,808
M,Married,$80K - $120K,46,2790.0,2185
F,Single,Unknown,57,4396.0,834
M,Single,$60K - $80K,62,14314.0,656
M,Married,$40K - $60K,47,1889.0,0
F,Single,Less than $40K,39,1862.0,726
M,Married,$40K - $60K,53,2875.0,1671
F,Married,Less than $40K,49,1763.0,0
F,Married,$40K - $60K,46,1438.3,883
M,Single,$40K - $60K,39,2623.0,2121
F,Married,Less than $40K,58,1944.0,0
F,Married,$40K - $60K,43,1438.3,0
F,Single,Unknown,39,2884.0,2517
F,Single,Less than $40K,44,2936.0,1297
M,Married,$40K - $60K,42,5791.0,2517
M,Single,$40K - $60K,65,1438.3,682
F,Single,Less than $40K,55,1912.0,0
F,Single,Unknown,31,3288.0,2495
F,Married,Unknown,48,4382.0,0
F,Married,Unknown,46,3595.0,1087
F,Married,Less than $40K,41,3159.0,0
F,Unknown,Unknown,36,5393.0,2509
M,Unknown,$80K - $120K,37,12222.0,0
M,Single,Less than $40K,43,1438.3,0
M,Married,$60K - $80K,46,3429.0,0
M,Single,$80K - $120K,39,12618.0,1585
F,Married,Less than $40K,49,6049.0,796
F,Single,Less than $40K,39,2533.0,0
F,Single,Unknown,52,2411.0,1379
M,Divorced,$60K - $80K,41,2001.0,0
F,Single,Unknown,46,2042.0,1359
M,Married,$60K - $80K,57,2527.0,1030
M,Married,Less than $40K,49,1438.3,0
F,Married,Unknown,46,13816.0,955
F,Single,Less than $40K,38,2256.0,0
F,Married,Unknown,49,34516.0,2019
M,Married,$80K - $120K,55,6400.0,1979
F,Married,Unknown,52,1816.0,0
F,Single,$40K - $60K,42,3347.0,2240
F,Single,Less than $40K,52,2705.0,1581
F,Married,$40K - $60K,53,2043.0,1590
F,Single,$40K - $60K,45,1912.0,1281
F,Divorced,$40K - $60K,50,3028.0,1339
F,Married,Less than $40K,42,1514.0,745
F,Single,Less than $40K,48,1438.3,0
F,Married,Less than $40K,52,3103.0,2517
F,Divorced,Less than $40K,57,2504.0,1915
F,Married,Unknown,56,3674.0,2517
M,Married,$80K - $120K,48,2916.0,0
F,Single,Less than $40K,52,1633.0,0
M,Single,$80K - $120K,56,5466.0,0
F,Married,$40K - $60K,43,2032.0,1008
M,Single,$60K - $80K,62,3933.0,0
M,Unknown,$80K - $120K,51,21328.0,0
F,Single,Less than $40K,45,3562.0,2107
F,Single,Unknown,39,2069.0,550
M,Single,$120K +,45,3534.0,0
F,Married,$40K - $60K,56,2402.0,1892
F,Married,Unknown,57,3136.0,2138
F,Divorced,$40K - $60K,60,2802.0,2517
F,Married,Unknown,50,2315.0,1336
F,Unknown,Unknown,44,11238.0,2336
M,Married,$60K - $80K,49,1460.0,0
F,Married,Less than $40K,50,2602.0,1612
M,Single,Less than $40K,36,4225.0,2517
F,Single,$40K - $60K,57,2576.0,1678
F,Married,Unknown,35,1931.0,0
M,Single,$40K - $60K,46,2344.0,0
F,Unknown,Unknown,29,7270.0,1835
F,Single,Less than $40K,40,2395.0,1437
F,Single,Less than $40K,50,2835.0,2292
F,Single,$40K - $60K,62,1540.0,796
F,Married,Unknown,49,3017.0,0
F,Married,Less than $40K,50,1438.3,0
F,Single,$40K - $60K,49,1438.3,0
F,Married,Less than $40K,56,1584.0,1311
M,Single,$40K - $60K,47,2676.0,2157
F,Divorced,$40K - $60K,56,5084.0,1683
F,Single,Less than $40K,41,1764.0,0
M,Unknown,$60K - $80K,63,23925.0,1494
F,Married,Unknown,51,2886.0,2517
F,Unknown,Unknown,43,6720.0,2143
F,Single,Less than $40K,49,15569.0,1554
F,Married,$40K - $60K,51,1565.0,944
M,Single,$60K - $80K,44,5947.0,995
M,Married,$60K - $80K,46,18821.0,774
F,Married,$40K - $60K,56,1544.0,0
F,Married,Less than $40K,41,1755.0,0
F,Married,Less than $40K,49,1438.3,666
F,Single,Less than $40K,53,2153.0,0
F,Married,Less than $40K,44,1684.0,0
M,Single,$40K - $60K,45,5662.0,1952
F,Single,Less than $40K,46,2799.0,2412
M,Married,$120K +,58,12398.0,0
M,Single,$40K - $60K,41,4461.0,900
F,Divorced,$40K - $60K,49,2597.0,1871
F,Single,Unknown,54,9733.0,863
F,Married,Less than $40K,52,2261.0,1127
F,Married,Less than $40K,47,2822.0,0
F,Unknown,Less than $40K,40,8793.0,918
F,Married,Unknown,53,5843.0,1162
F,Single,Less than $40K,46,3322.0,2517
F,Married,Less than $40K,53,2036.0,1716
F,Single,Less than $40K,28,2387.0,0
F,Unknown,Less than $40K,43,1884.0,1216
F,Single,Less than $40K,51,3747.0,2268
F,Married,Less than $40K,58,2220.0,1240
F,Married,$40K - $60K,50,2428.0,2005
F,Married,$40K - $60K,42,1438.3,0
F,Single,$40K - $60K,45,1850.0,621
F,Married,$40K - $60K,48,16002.0,2076
F,Unknown,Less than $40K,54,1438.3,0
F,Unknown,Less than $40K,47,5222.0,2517
F,Married,Less than $40K,39,1438.3,859
F,Single,Less than $40K,62,2582.0,1528
F,Married,$40K - $60K,45,1533.0,728
F,Married,Less than $40K,56,1438.3,0
M,Divorced,$80K - $120K,52,5763.0,0
F,Single,Unknown,46,1910.0,1431
F,Married,Less than $40K,51,1515.0,996
M,Single,$40K - $60K,52,1538.0,666
F,Single,$40K - $60K,44,1572.0,874
F,Married,Less than $40K,41,1438.3,1055
F,Married,Less than $40K,52,2814.0,2162
F,Married,Less than $40K,41,1495.0,0
F,Married,$40K - $60K,37,1959.0,662
F,Divorced,Less than $40K,60,2903.0,1251
F,Single,$40K - $60K,47,4543.0,1028
F,Married,Unknown,42,3119.0,1328
M,Unknown,$80K - $120K,42,17506.0,1979
F,Married,Less than $40K,50,1438.3,910
F,Married,Unknown,49,3128.0,749
F,Single,Unknown,36,5956.0,2517
M,Unknown,Less than $40K,43,4177.0,2094
M,Single,$80K - $120K,57,13457.0,1044
M,Divorced,$80K - $120K,45,1535.0,0
F,Married,Less than $40K,41,3203.0,2366
F,Divorced,Less than $40K,39,2092.0,0
F,Married,Less than $40K,44,2420.0,1223
F,Single,Less than $40K,43,2313.0,1325
M,Married,$40K - $60K,56,3059.0,2387
F,Married,$40K - $60K,41,2235.0,1688
F,Married,Less than $40K,49,3208.0,0
M,Unknown,$60K - $80K,43,7534.0,0
F,Unknown,Less than $40K,39,2006.0,1197
M,Divorced,$60K - $80K,46,1438.3,738
M,Married,$80K - $120K,49,14044.0,0
M,Single,$60K - $80K,44,5005.0,969
F,Single,Less than $40K,43,1628.0,275
F,Single,Less than $40K,56,3033.0,0
F,Unknown,$40K - $60K,56,5204.0,0
F,Single,Less than $40K,57,2442.0,1699
F,Single,Less than $40K,51,2429.0,1250
F,Single,$40K - $60K,60,2213.0,829
F,Married,Less than $40K,43,2624.0,1117
F,Single,$40K - $60K,37,1976.0,0
F,Single,$40K - $60K,46,3492.0,1546
F,Married,Less than $40K,50,3546.0,0
F,Unknown,Less than $40K,38,2989.0,2387
F,Married,$40K - $60K,44,1438.3,0
F,Divorced,Unknown,52,1438.3,771
F,Unknown,Less than $40K,37,1438.3,636
F,Married,Less than $40K,45,1438.3,1201
F,Single,$40K - $60K,40,2383.0,1828
M,Married,$80K - $120K,51,13587.0,2374
F,Single,Less than $40K,57,3085.0,0
M,Single,$80K - $120K,40,32431.0,850
F,Single,Less than $40K,61,2207.0,2020
F,Unknown,Less than $40K,57,2781.0,992
M,Single,$80K - $120K,40,6921.0,0
F,Single,Less than $40K,50,7596.0,1156
F,Married,Unknown,42,4568.0,2025
F,Single,$40K - $60K,43,6475.0,1686
M,Divorced,$80K - $120K,46,9949.0,0
F,Married,Less than $40K,42,2238.0,1693
F,Married,Less than $40K,41,1438.3,0
F,Single,Less than $40K,50,2670.0,1944
F,Single,Less than $40K,42,1438.3,0
M,Single,$40K - $60K,43,2142.0,1369
F,Single,Less than $40K,58,3382.0,1446
F,Single,Unknown,52,8961.0,1382
F,Married,Less than $40K,40,1762.0,1224
F,Divorced,$40K - $60K,41,1919.0,867
F,Married,Less than $40K,59,3054.0,2517
F,Single,Unknown,45,1877.0,0
F,Married,Less than $40K,52,4223.0,2235
F,Married,Less than $40K,36,1666.0,813
F,Divorced,Less than $40K,43,2422.0,1237
F,Married,Unknown,49,4821.0,0
F,Single,Less than $40K,51,3264.0,2508
M,Married,$60K - $80K,52,4565.0,1258
F,Single,$40K - $60K,45,1765.0,1694
M,Divorced,$80K - $120K,40,16050.0,0
F,Single,Less than $40K,49,2188.0,1067
F,Single,$40K - $60K,47,1721.0,1355
F,Married,$40K - $60K,40,1737.0,1689
F,Divorced,Unknown,42,2369.0,1019
F,Single,Less than $40K,43,2652.0,0
F,Married,$40K - $60K,52,1438.3,0
M,Unknown,Less than $40K,63,1438.3,0
F,Married,Less than $40K,40,1438.3,689
F,Single,Less than $40K,60,2481.0,1925
F,Single,Unknown,36,9817.0,848
F,Single,Less than $40K,56,4255.0,0
F,Single,$40K - $60K,45,1438.3,986
F,Single,Less than $40K,51,4970.0,1591
F,Married,Unknown,48,1438.3,0
F,Married,Unknown,49,2333.0,1414
M,Married,$120K +,50,34516.0,0
M,Married,$40K - $60K,43,4373.0,0
F,Single,$40K - $60K,41,1561.0,1169
M,Married,$80K - $120K,48,12073.0,0
F,Single,Unknown,55,1438.3,0
M,Single,$40K - $60K,41,1438.3,0
F,Single,Less than $40K,43,2525.0,2217
F,Married,Unknown,47,6451.0,0
F,Married,$40K - $60K,42,4142.0,688
M,Single,$120K +,54,34516.0,0
F,Married,Less than $40K,43,1897.0,0
F,Single,Less than $40K,52,3231.0,2215
F,Married,Less than $40K,40,1577.0,1286
F,Single,Less than $40K,37,3061.0,2517
M,Single,$40K - $60K,53,2300.0,0
F,Married,Less than $40K,56,2796.0,0
F,Married,$40K - $60K,53,3024.0,1649
F,Married,$40K - $60K,38,5293.0,1030
F,Single,Less than $40K,40,1964.0,1811
F,Single,Less than $40K,36,2051.0,1154
F,Single,Less than $40K,41,1998.0,0
F,Divorced,Unknown,28,11881.0,1488
F,Single,Less than $40K,41,2968.0,1873
F,Married,Less than $40K,42,2797.0,1943
F,Single,$40K - $60K,39,13984.0,632
F,Married,Less than $40K,49,2505.0,0
F,Married,Less than $40K,40,2972.0,0
M,Single,$80K - $120K,50,5856.0,2007
F,Divorced,Less than $40K,44,7182.0,1774
M,Single,Less than $40K,62,5844.0,2013
F,Single,Less than $40K,55,2114.0,546
M,Single,$80K - $120K,54,8208.0,1256
M,Single,$60K - $80K,34,3940.0,1384
M,Divorced,$60K - $80K,41,5784.0,0
M,Unknown,$60K - $80K,38,8632.0,0
F,Single,Less than $40K,57,1438.3,876
F,Single,$40K - $60K,39,2255.0,1258
F,Single,Less than $40K,38,9874.0,1059
M,Single,Less than $40K,64,1873.0,468
M,Married,$80K - $120K,54,3288.0,2517
F,Single,$40K - $60K,60,3334.0,1151
M,Divorced,$60K - $80K,46,3299.0,870
F,Married,Less than $40K,36,2754.0,1798
F,Married,$40K - $60K,47,2035.0,1620
F,Married,Unknown,44,3979.0,780
F,Married,$40K - $60K,58,2642.0,1249
M,Divorced,$60K - $80K,62,28229.0,287
F,Single,Less than $40K,53,2973.0,2517
F,Married,Less than $40K,51,1612.0,831
M,Single,$80K - $120K,41,12084.0,1638
F,Single,Less than $40K,54,2930.0,2266
F,Married,$40K - $60K,46,1963.0,1112
F,Single,$40K - $60K,50,2762.0,0
F,Single,Less than $40K,49,2214.0,915
F,Single,Less than $40K,39,2292.0,1839
F,Divorced,$40K - $60K,45,2901.0,2384
F,Single,Less than $40K,48,2865.0,1523
F,Single,Unknown,31,3934.0,1911
F,Single,$40K - $60K,57,2428.0,932
F,Married,$40K - $60K,43,5302.0,1136
F,Married,Unknown,41,9139.0,1620
M,Married,$40K - $60K,48,5219.0,1081
F,Single,Unknown,52,10351.0,1356
F,Divorced,Less than $40K,43,6811.0,0
F,Married,Less than $40K,27,1438.3,990
M,Single,$40K - $60K,39,2255.0,0
F,Single,Less than $40K,55,1741.0,0
M,Married,$60K - $80K,54,2189.0,382
F,Single,Less than $40K,40,2040.0,1084
M,Married,$80K - $120K,51,1844.0,1232
M,Single,$60K - $80K,53,8404.0,1498
F,Married,Less than $40K,47,1438.3,0
M,Single,$80K - $120K,42,1944.0,1804
F,Married,Less than $40K,38,1438.3,0
M,Single,$40K - $60K,49,4354.0,0
F,Married,Less than $40K,51,1857.0,1033
F,Married,Less than $40K,54,2708.0,1616
M,Married,$60K - $80K,40,9974.0,2185
F,Single,Less than $40K,47,2271.0,2154
M,Unknown,$40K - $60K,45,2811.0,1630
M,Married,$60K - $80K,47,6519.0,1525
M,Unknown,$80K - $120K,57,4316.0,0
F,Married,Less than $40K,50,1438.3,0
F,Married,Less than $40K,34,3116.0,0
M,Married,$120K +,43,24868.0,794
F,Married,Less than $40K,48,1438.3,0
M,Single,$40K - $60K,43,1438.3,0
F,Single,Less than $40K,39,1438.3,855
M,Single,$40K - $60K,41,17706.0,1081
F,Married,Less than $40K,47,1819.0,1235
M,Single,$120K +,51,19350.0,0
F,Unknown,Less than $40K,34,3074.0,0
F,Married,Less than $40K,42,2281.0,1548
F,Married,Less than $40K,58,3035.0,1779
F,Married,Less than $40K,38,3222.0,0
M,Single,$80K - $120K,57,12045.0,1749
F,Single,$40K - $60K,44,10587.0,2517
M,Single,$60K - $80K,42,2596.0,1210
F,Single,Less than $40K,58,3008.0,2517
F,Married,Less than $40K,41,3280.0,2327
F,Married,Less than $40K,33,1438.3,611
F,Married,Less than $40K,48,2835.0,1860
M,Single,$40K - $60K,60,1438.3,750
F,Single,Unknown,59,5528.0,1823
F,Married,Less than $40K,56,2030.0,1262
F,Married,$40K - $60K,41,2413.0,1627
M,Single,$60K - $80K,36,7381.0,1608
F,Married,Less than $40K,46,1438.3,0
F,Married,Less than $40K,52,2001.0,960
M,Married,$80K - $120K,45,3031.0,2517
